timestamp,level,component,line_num,raw_message,job_status,error_type,request_id,duration_ms,err,upstream
2026-07-02 00:23:15.000,ERROR,metrics-worker,105,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:25:08.000,ERROR,metrics-worker,110,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:26:44.000,ERROR,metrics-worker,114,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:28:58.000,ERROR,metrics-worker,129,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:30:38.000,ERROR,metrics-worker,138,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:32:47.000,ERROR,metrics-worker,149,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:34:39.000,ERROR,metrics-worker,159,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:37:05.000,ERROR,metrics-worker,169,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:39:15.000,ERROR,metrics-worker,179,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:40:40.000,ERROR,metrics-worker,188,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:41:51.000,ERROR,metrics-worker,195,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:43:57.000,ERROR,metrics-worker,210,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:45:44.000,ERROR,metrics-worker,218,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:47:39.000,ERROR,metrics-worker,228,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:49:01.000,ERROR,metrics-worker,238,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:50:40.000,ERROR,metrics-worker,246,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:52:14.000,ERROR,metrics-worker,252,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:54:20.000,ERROR,metrics-worker,262,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:55:59.000,ERROR,metrics-worker,272,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 00:58:28.000,ERROR,metrics-worker,284,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:00:32.000,ERROR,metrics-worker,293,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:02:05.000,ERROR,metrics-worker,297,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:03:55.000,ERROR,metrics-worker,301,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:05:32.000,ERROR,metrics-worker,303,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:06:58.000,ERROR,metrics-worker,308,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:09:11.000,ERROR,metrics-worker,313,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:10:33.000,ERROR,metrics-worker,320,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:13:03.000,ERROR,metrics-worker,327,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:15:01.000,ERROR,metrics-worker,332,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:16:13.000,ERROR,metrics-worker,336,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:18:43.000,ERROR,metrics-worker,347,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:19:59.000,ERROR,metrics-worker,355,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:22:06.000,ERROR,metrics-worker,362,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:24:28.000,ERROR,metrics-worker,366,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:25:40.000,ERROR,metrics-worker,371,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:27:11.000,ERROR,metrics-worker,377,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:28:35.000,ERROR,metrics-worker,379,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:31:01.000,ERROR,metrics-worker,390,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:32:17.000,ERROR,metrics-worker,393,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:34:22.000,ERROR,metrics-worker,402,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:35:55.000,ERROR,metrics-worker,405,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:38:20.000,ERROR,metrics-worker,413,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:40:24.000,ERROR,metrics-worker,416,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:41:40.000,ERROR,metrics-worker,422,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:42:50.000,ERROR,metrics-worker,428,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:44:30.000,ERROR,metrics-worker,437,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:46:25.000,ERROR,metrics-worker,444,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:48:08.000,ERROR,metrics-worker,449,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:50:15.000,ERROR,metrics-worker,456,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:52:14.000,ERROR,metrics-worker,459,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:54:40.000,ERROR,metrics-worker,464,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:56:31.000,ERROR,metrics-worker,473,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 01:57:59.000,ERROR,metrics-worker,476,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:00:21.000,ERROR,metrics-worker,480,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:02:07.000,ERROR,metrics-worker,484,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:04:11.000,ERROR,metrics-worker,490,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:06:03.000,ERROR,metrics-worker,495,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:07:46.000,ERROR,metrics-worker,499,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:09:07.000,ERROR,metrics-worker,504,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:11:28.000,ERROR,metrics-worker,509,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:13:46.000,ERROR,metrics-worker,519,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:15:44.000,ERROR,metrics-worker,525,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:16:55.000,ERROR,metrics-worker,528,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:18:25.000,ERROR,metrics-worker,532,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:20:07.000,ERROR,metrics-worker,533,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:22:25.000,ERROR,metrics-worker,537,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:23:48.000,ERROR,metrics-worker,541,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:25:26.000,ERROR,metrics-worker,547,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:26:55.000,ERROR,metrics-worker,554,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:28:57.000,ERROR,metrics-worker,558,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:31:14.000,ERROR,metrics-worker,567,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:33:13.000,ERROR,metrics-worker,572,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:35:02.000,ERROR,metrics-worker,575,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:36:56.000,ERROR,metrics-worker,580,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:39:22.000,ERROR,metrics-worker,585,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:41:40.000,ERROR,metrics-worker,591,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:43:37.000,ERROR,metrics-worker,595,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:45:24.000,ERROR,metrics-worker,597,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:47:37.000,ERROR,metrics-worker,603,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:48:58.000,ERROR,metrics-worker,606,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:50:57.000,ERROR,metrics-worker,611,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:52:23.000,ERROR,metrics-worker,613,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:54:38.000,ERROR,metrics-worker,617,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:56:50.000,ERROR,metrics-worker,620,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 02:58:44.000,ERROR,metrics-worker,624,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:00:53.000,ERROR,metrics-worker,630,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:02:22.000,ERROR,metrics-worker,637,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:04:20.000,ERROR,metrics-worker,640,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:05:59.000,ERROR,metrics-worker,642,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:07:26.000,ERROR,metrics-worker,646,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:09:26.000,ERROR,metrics-worker,647,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:11:17.000,ERROR,metrics-worker,648,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:13:11.000,ERROR,metrics-worker,652,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:14:48.000,ERROR,metrics-worker,655,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:16:37.000,ERROR,metrics-worker,659,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:18:33.000,ERROR,metrics-worker,662,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:20:58.000,ERROR,metrics-worker,668,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:22:23.000,ERROR,metrics-worker,672,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:23:41.000,ERROR,metrics-worker,675,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:25:17.000,ERROR,metrics-worker,678,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:27:20.000,ERROR,metrics-worker,679,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:29:43.000,ERROR,metrics-worker,688,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:31:55.000,ERROR,metrics-worker,696,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:34:07.000,ERROR,metrics-worker,700,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:36:03.000,ERROR,metrics-worker,706,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:38:07.000,ERROR,metrics-worker,710,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:40:16.000,ERROR,metrics-worker,712,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:41:51.000,ERROR,metrics-worker,716,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:43:35.000,ERROR,metrics-worker,719,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:45:28.000,ERROR,metrics-worker,723,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:47:19.000,ERROR,metrics-worker,727,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:49:08.000,ERROR,metrics-worker,733,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:50:57.000,ERROR,metrics-worker,737,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:52:11.000,ERROR,metrics-worker,738,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:54:12.000,ERROR,metrics-worker,742,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:55:35.000,ERROR,metrics-worker,747,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 03:58:02.000,ERROR,metrics-worker,751,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:00:10.000,ERROR,metrics-worker,753,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:01:22.000,ERROR,metrics-worker,757,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:03:47.000,ERROR,metrics-worker,763,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:05:03.000,ERROR,metrics-worker,767,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:06:21.000,ERROR,metrics-worker,768,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:08:29.000,ERROR,metrics-worker,770,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:09:51.000,ERROR,metrics-worker,772,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:11:21.000,ERROR,metrics-worker,773,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:13:02.000,ERROR,metrics-worker,777,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:14:42.000,ERROR,metrics-worker,779,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:16:05.000,ERROR,metrics-worker,780,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:17:45.000,ERROR,metrics-worker,783,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:20:13.000,ERROR,metrics-worker,790,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:22:41.000,ERROR,metrics-worker,796,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:24:45.000,ERROR,metrics-worker,800,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:26:05.000,ERROR,metrics-worker,803,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:27:43.000,ERROR,metrics-worker,806,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:28:59.000,ERROR,metrics-worker,808,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:30:33.000,ERROR,metrics-worker,812,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:32:43.000,ERROR,metrics-worker,816,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 3/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:33:58.000,ERROR,metrics-worker,820,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 1/3),,AnalyticsUploadTimeout,,,,
2026-07-02 04:35:23.000,ERROR,metrics-worker,825,AnalyticsUploadTimeout: failed to push metrics batch to analytics.internal:9092 (attempt 2/3),,AnalyticsUploadTimeout,,,,
